=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\packlist.txt === 
The Masters of Magic Mod
MoM scenario pack
1

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\SURROGATES.txt === 
mom surrogate register

Primary structured source: H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\momjr_csv

Hidden surrogate-backed tile improvements retained only for compatibility:
- TILEIMP_ADVANCED_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.
- TILEIMP_AIR_BASES: Stock air-logistics tile improvement retained for compatibility only; hidden because MoMJR does not define an airbase tile-improvement lane.
- TILEIMP_AUTOMATED_FISHERIES: Stock ocean-food surrogate retained for compatibility only; hidden because MoMJR does not define this fisheries upgrade lane.
- TILEIMP_DRILLING_PLATFORM: Stock offshore-oil surrogate retained for compatibility only; hidden because MoMJR has no drilling-platform tile-improvement analogue.
- TILEIMP_FISHERIES: Stock fisheries surrogate retained for compatibility only; hidden because MoMJR does not define this tile-improvement lane.
- TILEIMP_LISTENING_POSTS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this listening-post lane.
- TILEIMP_MAGLEV: Stock transport upgrade retained only as a hidden residue; MoMJR uses the remapped Enchanted Road lane instead.
- TILEIMP_MEGA_MINES: Stock late-industrial mining surrogate retained for compatibility only; hidden because MoMJR does not define this CTP2 mega-mine lane.
- TILEIMP_MEGA_UNDERSEA_MINES: Stock deep-ocean production surrogate retained for compatibility only; hidden because MoMJR has no mega undersea-mine tile-improvement analogue.
- TILEIMP_PORT: Stock ocean-port surrogate retained for compatibility only; hidden because MoMJR's Port is sourced from a city improvement rather than a tile-improvement lane.
- TILEIMP_RADAR_STATIONS: Stock detector tile improvement retained for compatibility only; hidden because MoMJR does not define this radar-station lane.
- TILEIMP_SONAR_BUOYS: Stock ocean-detector surrogate retained for compatibility only; hidden because MoMJR does not define this sonar-buoy lane.
- TILEIMP_UNDERSEA_MINES: Stock undersea-mine surrogate retained for compatibility only; hidden because MoMJR has no direct tile-improvement counterpart for this CTP2 lane.

Visible remaps:
- TILEIMP_RAILROAD: remapped to Enchanted Road and ADVANCE_GREATER_ENCHANTMENTS.

Dynamic logic donor references live under:
- H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\tools\slic_translation_artifacts

=== H:\Program Files(x86)\Activision\Call To Power 2\Scenarios\mom\temp_descriptions.txt === 
DESCRIPTION_UNIT_CARAVAN	"junkstring_DESCRIPTION_UNIT_CARAVAN"
        ValueMatch    0.3
    }

    StealthAttack {
        AttackMatch   1.2
        DefenseMatch  0.0
        RangedMatch   0.0
        BombardMatch  0.0
        ValueMatch    1.1 // Maybe this has to be changed, too.
    }

    Bombard {
        AttackMatch   0.0
        DefenseMatch  0.8
        RangedMatch   0.0
        BombardMatch  1.1
        ValueMatch    0.6
    }

    Special {
        // no force matching for special attacks
        AttackMatch  0.0
        DefenseMatch 0.0
        RangedMatch  0.0
        BombardMatch 0.0
        ValueMatch   0.0
    }
}

STRATEGY_BARBARIAN {

    // must inherit from default
    Inherit STRATEGY_DEFAULT

	// Good for war
	// GOVERNMENT_VIRTUAL_DEMOCRACY best government in the group (city limit 60)
	Government  GOVERNMENT_ECOTOPIA
	// GOVERNMENT_TECHNOCRACY best government in the group (city limit 45)
	// GOVERNMENT_FASCISM best government in the group (city limit 35)
	Government  GOVERNMENT_FASCISM
	// GOVERNMENT_MONARCHY best government in the group (city limit 20)
	Government  GOVERNMENT_THEOCRACY
	// First government (city limit 10)
	
	// percent of gold to put into science
	SciencePercent 20

	// maximum percent of production used for military readiness
	MaxSupportCostPercent 100

	// Peace = 0, Alert = 1, War = 2
	ReadinessLevel 2

	// percent of production to put into public works/materials
	PublicWorksPercent 0

	//
	// GOALS
	//

    GoalElement { Goal GOAL_ATTACK              Priority   400000  MaxEval  25	MaxExec  25 } // Maybe remove and so that only the harrass goal is used
    GoalElement { Goal GOAL_ENSLAVE_SETTLER     Priority   390000  MaxEval   8	MaxExec   6 }
    GoalElement { Goal GOAL_SLAVE_RAID          Priority   380000  MaxEval   8	MaxExec   6 }
    GoalElement { Goal GOAL_HARASS_CITY         Priority   400000  MaxEval  25	MaxExec  25 }
    GoalElement { Goal GOAL_HARASS              Priority   400000  MaxEval  25	MaxExec  25 }
    GoalElement { Goal GOAL_PILLAGE             Priority   400000  MaxEval  10	MaxExec   5 }
    GoalElement { Goal GOAL_PIRATE              Priority   393000  MaxEval  10  MaxExec   5 }
    GoalElement { Goal GOAL_WANDER              Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_DEFEND              Priority        0  MaxEval   0	MaxExec   0 }
    GoalElement { Goal GOAL_SEIGE               Priority   500000  MaxEval  25	MaxExec  25 } // Maybe remove and so that only the harrass goal is used
    GoalElement { Goal GOAL_SETTLE_LAND         Priority        0  MaxEval  25  MaxExec   5 }
    GoalElement { Goal GOAL_SETTLE_SEA          Priority        0  MaxEval  25  MaxExec   5 }
    GoalElement { Goal GOAL_SETTLE_IN_CITY      Priority        0  MaxEval   3  MaxExec   1 PerCity }
    GoalElement { Goal GOAL_EXPLORE             Priority        0  MaxEval   0	MaxExec   0 }
    GoalElement { Goal GOAL_STEALTH_EXPLORE     Priority        0  MaxEval   0	MaxExec   0 }
    GoalElement { Goal GOAL_CHOKEPOINT          Priority        0  MaxEval   0	MaxExec   0 }
    GoalElement { Goal GOAL_PATROL              Priority        0  MaxEval   0	MaxExec   0 }
    GoalElement { Goal GOAL_EXPEL               Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_COUNTER_STEALTH     Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_GOODY_HUT           Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_PLANT_NUKE          Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_CREATE_PARK         Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_SOOTHSAY            Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_ESTABLISH_EMBASSY   Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_FRANCHISING         Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_STEAL_TECHNOLOGY    Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_INVESTIGATE_CITY    Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_INCITE_REVOLUTION   Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_INJOIN              Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_ASSASSINATE         Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_UNDERGROUND_RAILWAY Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_NUKE_CITY           Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_SALLY               Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_REFORM              Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_SUE_FRANCHISE       Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_RETREAT             Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_RETREAT_SPECIAL     Priority        0  MaxEval   0  MaxExec   0 PerCity}
    GoalElement { Goal GOAL_DESTROY_ENDGAME     Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_PROTECT_ENDGAME     Priority        0  MaxEval   0  MaxExec   0 }
    GoalElement { Goal GOAL_ADVERTISING	        Priority        0  MaxEval   0  MaxExec   0 } //P1 added
    GoalElement { Goal GOAL_INCITE_UPRISING     Priority        0  MaxEval   0  MaxExec   0 } //P1 added
    GoalElement { Goal GOAL_POISON_CITY         Priority        0  MaxEval   0  MaxExec   0 } //P1 added
    GoalElement { Goal GOAL_THROW_PARTY         Priority        0  MaxEval   0  MaxExec   0 } //MG added
    GoalElement { Goal GOAL_SUE                 Priority        0  MaxEval   0  MaxExec   0 } //MG added
    GoalElement { Goal GOAL_INDULGENCE          Priority        0  MaxEval   0  MaxExec   0 } //MG added
    GoalElement { Goal GOAL_FAITH_HEALING       Priority        0  MaxEval   0  MaxExec   0 } //MG added
    GoalElement { Goal GOAL_REFUEL              Priority   990000  MaxEval  25  MaxExec  25 } //MG added Only Available if aircrafts need to be refueled
    GoalElement { Goal GOAL_PARADROP            Priority        0  MaxEval   0  MaxExec   0 } //MG added
    GoalElement { Goal GOAL_RANGED_ATTACK       Priority        0  MaxEval   0  MaxExec   0 } //MG added

    // multiplied by #rounds to target
	DistanceModifierFactor		     -250

	// number of armies to try and disband units from per round
	DisbandArmyCount				   0	

	//
	// BUILD LISTS
	//

	// Scaled bonus (#turns) to reduce the estimated time to rush buy in most threatened city 
	// used when deciding what city to rush buy in
	RushBuyThreatBonus 10

	// Percent of gold expenses last turn to keep in reserve when rush buying
	RushBuyReservePercent 0.0

	// Percent of civilization support dedicated to units
	UnitSupportPercent 1.0

	// Unit Percents must total to 1 (100%)
	OffensiveUnitsPercent 0.60
	DefensiveUnitsPercent 0.00
	RangedUnitsPercent    0.40
	SeaUnitsPercent       0.00
	AirUnitsPercent       0.00

	// Number of special units that should be built
	SettlerUnitsCount      0
	SeaTransportUnitsCount 1
	AirTransportUnitsCount 0
	SlaveryUnitsCount      5
	SpyUnitsCount          3
	DiplomatUnitsCount     2
	MissionaryUnitsCount   2
	SpecialUnitsCount      2

	// Do not certain items in cities where if it takes too many turns
	MaxSettlerBuildTurns 0
	MaxUnitBuildTurns 100
	MaxWonderBuildTurns 0

	// maximum percent of conventional units to build before building
	// special units of specified type
	BuildTransportProductionLevel 0.0
	BuildSettlerProductionLevel 0.0

	// minimum number of units to keep in cities as a garrison
	OffensiveGarrisonCount 0
	DefensiveGarrisonCount 0
	RangedGarrisonCount 0

	// For each city with an empty build queue, build from first sequence that applies

    BuildListSequenceElement {
        Priority 20000
        BuildListSequence BUILD_LIST_SEQUENCE_BARBARIAN
        Top 1.0
        ProductionCities
        Advice BUILD_OFFENSE_ADVICE
    }

    //
    // FORCE MATCHING STRATEGY_BARBARIAN
    //

    Offensive {
        AttackMatch   0.0 // ratio of army's attack strength to target's defense strength
        DefenseMatch  0.0 // ratio of army's defense strength to target's attack strength
        RangedMatch   0.0 // ratio of army's ranged strength to target's ranged strength
        BombardMatch  0.0 // ratio of army's bombard strength to target's bombard strength
        ValueMatch    0.0 // ratio of army's value to target's value
    }

    Harass {
        AttackMatch   0.0
        DefenseMatch  0.0
        RangedMatch   0.0
        BombardMatch  0.0
        ValueMatch    0.0
    }

    Defensive {
        AttackMatch   0.0
        DefenseMatch  0.0
        RangedMatch   0.0
        BombardMatch  0.0
        ValueMatch    0.0
    }
}

STRATEGY_SEIGE {

    // percent of gold to put into science
    SciencePercent 60

    //
    // BUILD LISTS
    //

	// Scaled bonus (#turns) to reduce the estimated time to rush buy in most threatened city 
	// used when deciding what city to rush buy in
	RushBuyThreatBonus 10

	// Percent of gold expenses last turn to keep in reserve when rush buying
	RushBuyReservePercent 2.0

    // Percent of civilization support dedicated to units
    UnitSupportPercent 0.35

    // Types of special units that should be built
    SeaTransportUnitList UNIT_BUILD_LIST_SEA_TRANSPORT
    AirTransportUnitList UNIT_BUILD_LIST_AIR_TRANSPORT

    // Unit Percents must total to 1 (100%)
    OffensiveUnitsPercent 0.30
    DefensiveUnitsPercent 0.20
    RangedUnitsPercent    0.30
    SeaUnitsPercent       0.10
    AirUnitsPercent       0.10

    // Number of special units that should be built
    SeaTransportUnitsCount 6
    AirTransportUnitsCount 4

    GoalElement { Goal GOAL_DEFEND              Priority   607000  MaxEval   2  MaxExec   1 PerCity }
    GoalElement { Goal GOAL_SEIGE               Priority   705000  MaxEval  25  MaxExec  15 }
    GoalElement { Goal GOAL_HARASS_CITY         Priority   600000  MaxEval   3  MaxExec   1 }
    GoalElement { Goal GOAL_ATTACK              Priority   600000  MaxEval  25  MaxExec  10 }
    GoalElement { Goal GOAL_HARASS              Priority   595000  MaxEval  25  MaxExec  10 }
    GoalElement { Goal GOAL_BOMBARD             Priority   597000  MaxEval  25  MaxExec   4 }
    GoalElement { Goal Goal_NUKE_CITY           Priority   650000  MaxEval  10  MaxExec   2 }

    // multiplied by #rounds to target
	DistanceModifierFactor		     -150

    BuildListSequenceElement {
        Priority 10500
        BuildListSequence BUILD_LIST_SEQUENCE_OFFENSE
        Top 0.5   //WW from .35
        ProductionCities
        Advice BUILD_OFFENSE_ADVICE
    }

    BuildListSequenceElement {
        Priority 10000
        BuildListSequence BUILD_LIST_SEQUENCE_DEFENSE
        Top 0.2       //WW from .35
        ThreatenedCities
        Advice BUILD_DEFENSE_ADVICE
    }

    //
    // FORCE MATCHING STRATEGY_SEIGE
    //

    Offensive {
        AttackMatch   0.7
        DefenseMatch  0.3
        RangedMatch   0.7
        BombardMatch  0.0
        ValueMatch    0.5
    }

    Harass {
        AttackMatch   0.6
        DefenseMatch  0.3
        RangedMatch   0.6
        BombardMatch  0.0
        ValueMatch    0.4
    }
}

STRATEGY_ATTACK {

    // percent of gold to put into science
    SciencePercent 60

    //
    // BUILD LISTS
    //

	// Scaled bonus (#turns) to reduce the estimated time to rush buy in most threatened city 
	// used when deciding what city to rush buy in
	RushBuyThreatBonus 10

	// Percent of gold expenses last turn to keep in reserve when rush buying
	RushBuyReservePercent 2.0

    // Percent of civilization support dedicated to units
    UnitSupportPercent 0.35


    // Unit Percents must total to 1 (100%)
    OffensiveUnitsPercent 0.30
    DefensiveUnitsPercent 0.20
    RangedUnitsPercent    0.30
    SeaUnitsPercent       0.10
    AirUnitsPercent       0.10

    // Number of special units that should be built
    SeaTransportUnitsCount 6
    AirTransportUnitsCount 4
    SlaveryUnitsCount      5
    SpyUnitsCount          3
    DiplomatUnitsCount     2
    MissionaryUnitsCount   2
    SpecialUnitsCount      2

    // Types of special units that should be built
    SeaTransportUnitList UNIT_BUILD_LIST_SEA_TRANSPORT
    AirTransportUnitList UNIT_BUILD_LIST_AIR_TRANSPORT
    SpecialUnitList      UNIT_BUILD_LIST_SPECIAL_MILITARIST

    GoalElement { Goal GOAL_DEFEND              Priority   507000  MaxEval   2  MaxExec   1 PerCity }
    GoalElement { Goal GOAL_SEIGE               Priority   600000  MaxEval  25  MaxExec  10 }
    GoalElement { Goal GOAL_ATTACK              Priority   725000  MaxEval  25  MaxExec  25 }
    GoalElement { Goal GOAL_HARASS              Priority   600000  MaxEval  25  MaxExec  25 }
    GoalElement { Goal GOAL_BOMBARD             Priority   607000  MaxEval  25  MaxExec  10 }
    GoalElement { Goal GOAL_HARASS_CITY         Priority   595000  MaxEval  25  MaxExec  10 }
    // pillage like crazy if we do not care so much about taking cities
    GoalElement { Goal GOAL_PILLAGE             Priority   393000  MaxEval  10  MaxExec   5 }

    // multiplied by #rounds to target
	DistanceModifierFactor		     -150

	NuclearFirstStrike: Enabled
	NuclearTargeting: Enabled

	// do not perform first strike if our regard is above some limit
	PreemptiveStrikeRegard 100

	// how many foreign boom booms are enough to wipe us off the map?
	// (eg. if more than 1 foreign nuke to every 4 of our cities would be
	//  enough to prevent us from launching, specify 0.25)
	PreemptiveStrikeRiskRatio 0.25

	// when do we have enough nukes to wipe them off the map?
	// (eg. if having less than 3 nukes to every 4 enemy cities prevents 
	//  us from launching, specify 0.75)
	PreemptiveStrikeSuperiorityRatio 0.75

    BuildListSequenceElement {
        Priority 10500
        BuildListSequence BUILD_LIST_SEQUENCE_OFFENSE
        Top 0.5   //WW from .35
        ProductionCities
        Advice BUILD_OFFENSE_ADVICE
    }

    BuildListSequenceElement {
        Priority 10000
        BuildListSequence BUILD_LIST_SEQUENCE_DEFENSE
        Top 0.2       //WW from .35
        ThreatenedCities
        Advice BUILD_DEFENSE_ADVICE
    }

    //
    // FORCE MATCHING STRATEGY_ATTACK
    //

    Offensive {
        AttackMatch   0.7
        DefenseMatch  0.3
        RangedMatch   0.7
        BombardMatch  0.0
        ValueMatch    0.5
    }

    Harass {
        AttackMatch   0.6
        DefenseMatch  0.3
        RangedMatch   0.6
        BombardMatch  0.0
        ValueMatch    0.4
    }
}

STRATEGY_DEFEND {

    // percent of gold to put into science
    SciencePercent 60

    //
    // BUILD LISTS
    //

	// Scaled bonus (#turns) to reduce the estimated time to rush buy in most threatened city 
	// used when deciding what city to rush buy in
	RushBuyThreatBonus 10

	// Percent of gold expenses last turn to keep in reserve when rush buying
	RushBuyReservePercent 2.0

    // Percent of civilization support dedicated to units
    UnitSupportPercent 0.35

    // Types of special units that should be built
    AirTransportUnitList UNIT_BUILD_LIST_AIR

    // Unit Percents must total to 1 (100%)
    OffensiveUnitsPercent 0.10
    DefensiveUnitsPercent 0.40
    RangedUnitsPercent    0.40
    SeaUnitsPercent       0.0
    AirUnitsPercent       0.10

    GoalElement { Goal GOAL_DEFEND              Priority   657000  MaxEval   2  MaxExec   1 PerCity }
    GoalElement { Goal GOAL_SEIGE               Priority   450000  MaxEval  25  MaxExec   3 }
    GoalElement { Goal GOAL_ATTACK              Priority   450000  MaxEval  25  MaxExec   3 }
    GoalElement { Goal GOAL_BOMBARD             Priority   452000  MaxEval   5  MaxExec   3 }

    BuildListSequenceElement {
        Priority 10000
        BuildListSequence BUILD_LIST_SEQUENCE_OFFENSE
        Top 0.5 //WW from .35
        ProductionCities
        Advice BUILD_OFFENSE_ADVICE
    }

    BuildListSequenceElement {
        Priority 10500
        BuildListSequence BUILD_LIST_SEQUENCE_DEFENSE
        Top 0.5 //WW from .7 
        ThreatenedCities
        Advice BUILD_DEFENSE_ADVICE
    }

    //
    // FORCE MATCHING STRATEGY_DEFEND
    //

    Defensive {
        AttackMatch   0.2
        DefenseMatch  0.6
        RangedMatch   0.6
        BombardMatch  0.4
        ValueMatch    1.1
    }

    Harass {
        AttackMatch   0.6
        DefenseMatch  0.3
